StateTxTapV,StateSn1CapBkrV,StateSn2CapBkrV,StateSn1BusBkrV,StateSn2BusBkrV,MeasTxVoltV,MeasSn1VoltV,MeasSn2VoltV,MeasTxMwV,MeasTxMvrV,MeasGn1MwV,MeasGn1MvrV,MeasGn2MwV,MeasGn2MvrV
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,1,0,1,1,131155.05945682526,131613.66069316864,128569.59772109985,345.11480712890625,-22.041719436645508,19.0,4.17641544342041,204.0,150.88739013671875
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,1,1,1,1,131886.95919513702,132318.301320076,131467.65911579132,346.3097229003906,-29.1696720123291,19.0,3.5935611724853516,204.0,149.8323211669922
-1,1,1,1,1,131886.95919513702,132318.301320076,131467.65911579132,346.3097229003906,-29.1696720123291,19.0,3.5935611724853516,204.0,149.8323211669922
-1,1,1,1,1,131886.95919513702,132318.301320076,131467.65911579132,346.3097229003906,-29.1696720123291,19.0,3.5935611724853516,204.0,149.8323211669922
-1,1,1,1,1,131886.95919513702,132318.301320076,131467.65911579132,346.3097229003906,-29.1696720123291,19.0,3.5935611724853516,204.0,149.8323211669922
-1,1,1,1,1,131886.95919513702,132318.301320076,131467.65911579132,346.3097229003906,-29.1696720123291,19.0,3.5935611724853516,204.0,149.8323211669922
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
-1,0,0,1,1,129246.1484670639,129249.66073036194,127814.53514099121,341.97119140625,-3.6646530628204346,19.0,6.069575309753418,204.0,153.4085235595703
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
1,0,0,1,1,129795.99452018738,129776.93617343903,128032.35304355621,343.0675354003906,3.0046889781951904,19.0,5.645503997802734,204.0,152.8072052001953
1,0,0,1,1,129795.99452018738,129776.93617343903,128032.35304355621,343.0675354003906,3.0046889781951904,19.0,5.645503997802734,204.0,152.8072052001953
1,0,0,1,1,129795.99452018738,129776.93617343903,128032.35304355621,343.0675354003906,3.0046889781951904,19.0,5.645503997802734,204.0,152.8072052001953
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
2,0,0,1,1,130072.19660282135,130041.79537296295,128141.71850681305,343.6186218261719,6.395562171936035,19.0,5.433193206787109,204.0,152.50869750976562
1,0,0,1,1,129795.99452018738,129776.93617343903,128032.35304355621,343.0675354003906,3.0046889781951904,19.0,5.645503997802734,204.0,152.8072052001953
1,0,0,1,1,129795.99452018738,129776.93617343903,128032.35304355621,343.0675354003906,3.0046889781951904,19.0,5.645503997802734,204.0,152.8072052001953
1,0,0,1,1,129795.99452018738,129776.93617343903,128032.35304355621,343.0675354003906,3.0046889781951904,19.0,5.645503997802734,204.0,152.8072052001953
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,1,0,1,1,131437.04402446747,131885.13314723969,128680.98664283752,345.6947021484375,-18.73830795288086,19.0,3.9595370292663574,204.0,150.58905029296875
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,1,1,1,1,132170.98367214203,132591.73965454102,131581.81178569794,346.9002380371094,-25.863426208496094,19.0,3.3756721019744873,204.0,149.5370330810547
0,1,1,1,1,132170.98367214203,132591.73965454102,131581.81178569794,346.9002380371094,-25.863426208496094,19.0,3.3756721019744873,204.0,149.5370330810547
0,1,1,1,1,132170.98367214203,132591.73965454102,131581.81178569794,346.9002380371094,-25.863426208496094,19.0,3.3756721019744873,204.0,149.5370330810547
0,1,1,1,1,132170.98367214203,132591.73965454102,131581.81178569794,346.9002380371094,-25.863426208496094,19.0,3.3756721019744873,204.0,149.5370330810547
0,1,1,1,1,132170.98367214203,132591.73965454102,131581.81178569794,346.9002380371094,-25.863426208496094,19.0,3.3756721019744873,204.0,149.5370330810547
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,129520.64788341522,129512.899518013,127923.2919216156,342.5184020996094,-0.34873154759407043,19.0,5.857633590698242,204.0,153.10716247558594
0,0,0,1,1,131595.12877464294,131519.11747455597,131161.5822315216,296.5877380371094,-10.970240592956543,19.0,0.5805255174636841,204.0,133.5920867919922
